,type,id,attributes_count,attributes.lineage,attributes.hierarchy.family,attributes.hierarchy.genus,attributes.hierarchy.class,attributes.hierarchy.order,attributes.hierarchy.phylum,attributes.hierarchy.kingdom,attributes.hierarchy.species,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
120,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Dorea,111,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Dorea,Lachnospiraceae,Dorea,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Dorea,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ADorea,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,3965.0,23.9634957089,124.0,0.9196766298,,
121,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Paludibacter,92,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Paludibacter,Porphyromonadaceae,Paludibacter,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,Paludibacter,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253APaludibacter,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,3790.0,22.9058382691,92.0,0.6823407254,,
122,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus,50,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus,Streptococcaceae,Streptococcus,Bacilli,Lactobacillales,Firmicutes,Bacteria,,Bacteria,Streptococcus,Streptococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AStreptococcaceae%253AStreptococcus,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,79.0,0.4464538005,66.0,0.3731765238,58.0,0.3505378944,52.0,0.3856708448,,
123,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Chromatiales,5,Bacteria:Proteobacteria:Gammaproteobacteria:Chromatiales,,,Gammaproteobacteria,Chromatiales,Proteobacteria,Bacteria,,Bacteria,Chromatiales,Gammaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AChromatiales,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,93.0,0.5255721955,9.0,0.0508877078,,,,,,
124,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Sporomusa,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Sporomusa,Veillonellaceae,Sporomusa,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Sporomusa,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253ASporomusa,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,1201.0,7.2585519159,1.0,0.007416747,,
125,organisms,Bacteria:Proteobacteria:Betaproteobacteria,5,Bacteria:Proteobacteria:Betaproteobacteria,,,Betaproteobacteria,,Proteobacteria,Bacteria,,Bacteria,Betaproteobacteria,Proteobacteria,class,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,981.0,5.5439389658,,,,,,,,
126,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Christensenellaceae,35,Bacteria:Firmicutes:Clostridia:Clostridiales:Christensenellaceae,Christensenellaceae,,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Christensenellaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AChristensenellaceae,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,35.0,0.211531488,,,,
127,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Clostridium:cocleatum,2,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Clostridium:cocleatum,Erysipelotrichaceae,Clostridium,Erysipelotrichi,Erysipelotrichales,Firmicutes,Bacteria,cocleatum,Bacteria,cocleatum,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253AClostridium%253Acocleatum,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,101.0,0.570782707,101.0,0.5710731652,101.0,0.6104194367,91.0,0.6749239783,2.0,0.0869565217
128,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:pseudolongum,4,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:pseudolongum,Bifidobacteriaceae,Bifidobacterium,Actinobacteria,Bifidobacteriales,Actinobacteria,Bacteria,pseudolongum,Bacteria,pseudolongum,Bifidobacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae%253ABifidobacterium%253Apseudolongum,MGYA00005292,17680.0,99.915230291,1021.0,5.769991523,1002.0,5.6626165583,984.0,5.5637227185,984.0,5.9470566904,916.0,6.7937402655,4.0,0.1739130435
129,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Enterobacter:cloacae,1,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Enterobacter:cloacae,Enterobacteriaceae,Enterobacter,Gammaproteobacteria,Enterobacteriales,Proteobacteria,Bacteria,cloacae,Bacteria,cloacae,Enterobacter,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AEnterobacter%253Acloacae,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,93.0,0.5255721955,71.0,0.4014474726,71.0,0.4291067327,2.0,0.014833494,1.0,0.0434782609
130,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:acidifaciens,26,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:acidifaciens,Bacteroidaceae,Bacteroides,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,acidifaciens,Bacteria,acidifaciens,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Aacidifaciens,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,2472.0,14.9401668077,2443.0,18.1191129571,26.0,1.1304347826
131,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium,1,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium,Erysipelotrichaceae,Eubacterium,Erysipelotrichi,Erysipelotrichales,Firmicutes,Bacteria,,Bacteria,Eubacterium,Erysipelotrichaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253AEubacterium,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,101.0,0.570782707,101.0,0.5710731652,101.0,0.6104194367,13.0,0.0964177112,,
132,organisms,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella,4,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella,Coriobacteriaceae,Collinsella,Coriobacteriia,Coriobacteriales,Actinobacteria,Bacteria,,Bacteria,Collinsella,Coriobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ACoriobacteriia%253ACoriobacteriales%253ACoriobacteriaceae%253ACollinsella,MGYA00005292,17680.0,99.915230291,1021.0,5.769991523,17.0,0.0960723368,17.0,0.0961212258,17.0,0.1027438656,6.0,0.0445004821,,
133,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:S24-7,56,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:S24-7,S24-7,,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,S24-7,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AS24-7,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,56.0,0.3384503808,,,,
134,organisms,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Bilophila,5,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Bilophila,Desulfovibrionaceae,Bilophila,Deltaproteobacteria,Desulfovibrionales,Proteobacteria,Bacteria,,Bacteria,Bilophila,Desulfovibrionaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ADeltaproteobacteria%253ADesulfovibrionales%253ADesulfovibrionaceae%253ABilophila,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,12.0,0.0678157672,12.0,0.0678502771,12.0,0.0725250816,5.0,0.0370837351,,
135,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Clostridium:ruminantium,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Clostridium:ruminantium,Peptostreptococcaceae,Clostridium,Clostridia,Clostridiales,Firmicutes,Bacteria,ruminantium,Bacteria,ruminantium,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptostreptococcaceae%253AClostridium%253Aruminantium,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,13.0,0.0785688384,91.0,0.6749239783,2.0,0.0869565217
136,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides,2157,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides,Bacteroidaceae,Bacteroides,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,Bacteroides,Bacteroidaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,2472.0,14.9401668077,2443.0,18.1191129571,,
137,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Thiomonas,1,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Thiomonas,Comamonadaceae,Thiomonas,Betaproteobacteria,Burkholderiales,Proteobacteria,Bacteria,,Bacteria,Thiomonas,Comamonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AComamonadaceae%253AThiomonas,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,981.0,5.5439389658,954.0,5.3940970259,34.0,0.2054877312,1.0,0.007416747,,
138,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae:Sutterella,890,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae:Sutterella,Alcaligenaceae,Sutterella,Betaproteobacteria,Burkholderiales,Proteobacteria,Bacteria,,Bacteria,Sutterella,Alcaligenaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AAlcaligenaceae%253ASutterella,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,981.0,5.5439389658,954.0,5.3940970259,904.0,5.4635561465,890.0,6.6009048431,,
139,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae,682,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae,Ruminococcaceae,,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Ruminococcaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,2051.0,12.3957451952,,,,
140,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium,81,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium,Clostridiaceae,Clostridium,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Clostridium,Clostridiaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253AClostridium,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,131.0,0.7917321407,91.0,0.6749239783,,
141,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Butyricicoccus:pullicaecorum,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Butyricicoccus:pullicaecorum,Ruminococcaceae,Butyricicoccus,Clostridia,Clostridiales,Firmicutes,Bacteria,pullicaecorum,Bacteria,pullicaecorum,Butyricicoccus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AButyricicoccus%253Apullicaecorum,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,2051.0,12.3957451952,1.0,0.007416747,1.0,0.0434782609
142,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella,30,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella,Prevotellaceae,Prevotella,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,Prevotella,Prevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,180.0,1.0878762239,195.0,1.4462656679,,
143,organisms,Archaea:Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobrevibacter,14,Archaea:Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobrevibacter,Methanobacteriaceae,Methanobrevibacter,Methanobacteria,Methanobacteriales,Euryarchaeota,Archaea,,Archaea,Methanobrevibacter,Methanobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Archaea%253AEuryarchaeota%253AMethanobacteria%253AMethanobacteriales%253AMethanobacteriaceae%253AMethanobrevibacter,MGYA00005292,15.0,0.084769709,15.0,0.084769709,14.0,0.079118395,14.0,0.0791586566,14.0,0.0846125952,14.0,0.1038344582,,
144,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Mogibacteriaceae:Mogibacterium,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Mogibacteriaceae:Mogibacterium,Mogibacteriaceae,Mogibacterium,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Mogibacterium,Mogibacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AMogibacteriaceae%253AMogibacterium,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,1.0,0.0060437568,1.0,0.007416747,,
145,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Methylophilales:Methylophilaceae:Methylobacillus,3,Bacteria:Proteobacteria:Betaproteobacteria:Methylophilales:Methylophilaceae:Methylobacillus,Methylophilaceae,Methylobacillus,Betaproteobacteria,Methylophilales,Proteobacteria,Bacteria,,Bacteria,Methylobacillus,Methylophilaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253AMethylophilales%253AMethylophilaceae%253AMethylobacillus,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,981.0,5.5439389658,7.0,0.0395793283,3.0,0.0181312704,3.0,0.022250241,,
146,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Dorea:formicigenerans,13,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Dorea:formicigenerans,Lachnospiraceae,Dorea,Clostridia,Clostridiales,Firmicutes,Bacteria,formicigenerans,Bacteria,formicigenerans,Dorea,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ADorea%253Aformicigenerans,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,3965.0,23.9634957089,124.0,0.9196766298,13.0,0.5652173913
147,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Morganella:morganii,2,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Morganella:morganii,Enterobacteriaceae,Morganella,Gammaproteobacteria,Enterobacteriales,Proteobacteria,Bacteria,morganii,Bacteria,morganii,Morganella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AMorganella%253Amorganii,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,93.0,0.5255721955,71.0,0.4014474726,71.0,0.4291067327,3.0,0.022250241,2.0,0.0869565217
148,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Thiobacterales,2,Bacteria:Proteobacteria:Betaproteobacteria:Thiobacterales,,,Betaproteobacteria,Thiobacterales,Proteobacteria,Bacteria,,Bacteria,Thiobacterales,Betaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253AThiobacterales,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,981.0,5.5439389658,2.0,0.0113083795,,,,,,
149,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae,30,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae,Comamonadaceae,,Betaproteobacteria,Burkholderiales,Proteobacteria,Bacteria,,Bacteria,Comamonadaceae,Burkholderiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AComamonadaceae,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,981.0,5.5439389658,954.0,5.3940970259,34.0,0.2054877312,,,,
150,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Procabacteriales:Procabacteriaceae,1,Bacteria:Proteobacteria:Betaproteobacteria:Procabacteriales:Procabacteriaceae,Procabacteriaceae,,Betaproteobacteria,Procabacteriales,Proteobacteria,Bacteria,,Bacteria,Procabacteriaceae,Procabacteriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253AProcabacteriales%253AProcabacteriaceae,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,981.0,5.5439389658,1.0,0.0056541898,1.0,0.0060437568,,,,
151,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Tissierellaceae:Parvimonas,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Tissierellaceae:Parvimonas,Tissierellaceae,Parvimonas,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Parvimonas,Tissierellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ATissierellaceae%253AParvimonas,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,2.0,0.0120875136,1.0,0.007416747,,
152,organisms,Bacteria:Firmicutes:Clostridia:SHA-98,1,Bacteria:Firmicutes:Clostridia:SHA-98,,,Clostridia,SHA-98,Firmicutes,Bacteria,,Bacteria,SHA-98,Clostridia,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253ASHA-98,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,1.0,0.0056541898,,,,,,
153,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Dysgonomonas,19,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Dysgonomonas,Porphyromonadaceae,Dysgonomonas,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,Dysgonomonas,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253ADysgonomonas,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,3790.0,22.9058382691,19.0,0.1409181933,,
154,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:Paraprevotella,8,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:Paraprevotella,Paraprevotellaceae,Paraprevotella,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,Paraprevotella,Paraprevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae%253AParaprevotella,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,26.0,0.1571376768,8.0,0.0593339761,,
155,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Anaerotruncus,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Anaerotruncus,Ruminococcaceae,Anaerotruncus,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Anaerotruncus,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AAnaerotruncus,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,2051.0,12.3957451952,1.0,0.007416747,,
156,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae,277,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae,Porphyromonadaceae,,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,Porphyromonadaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,3790.0,22.9058382691,,,,
157,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Phascolarctobacterium,22,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Phascolarctobacterium,Veillonellaceae,Phascolarctobacterium,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Phascolarctobacterium,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253APhascolarctobacterium,MGYA00005292,17680.0,99.915230291,8578.0,48.4769708957,8398.0,47.4597343882,8396.0,47.4725771797,1201.0,7.2585519159,22.0,0.1631684343,,
158,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Methylophilales,4,Bacteria:Proteobacteria:Betaproteobacteria:Methylophilales,,,Betaproteobacteria,Methylophilales,Proteobacteria,Bacteria,,Bacteria,Methylophilales,Betaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253AMethylophilales,MGYA00005292,17680.0,99.915230291,1116.0,6.3068663464,981.0,5.5439389658,7.0,0.0395793283,,,,,,
159,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:Prevotella,15,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:Prevotella,Paraprevotellaceae,Prevotella,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,Prevotella,Paraprevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae%253APrevotella,MGYA00005292,17680.0,99.915230291,6894.0,38.9601582368,6890.0,38.9375529811,6890.0,38.9573674093,26.0,0.1571376768,195.0,1.4462656679,,
