,type,id,attributes_count,attributes.lineage,attributes.hierarchy.class,attributes.hierarchy.phylum,attributes.hierarchy.kingdom,attributes.hierarchy.order,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,attributes.hierarchy.family,attributes.hierarchy.genus,attributes.hierarchy.species,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
118,organisms,Bacteria:Actinobacteria:Acidimicrobiia:Acidimicrobiales:ZA3409c,1,Bacteria:Actinobacteria:Acidimicrobiia:Acidimicrobiales:ZA3409c,Acidimicrobiia,Actinobacteria,Bacteria,Acidimicrobiales,Bacteria,ZA3409c,Acidimicrobiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AAcidimicrobiia%253AAcidimicrobiales%253AZA3409c,ZA3409c,,,MGYA00005330,28933.0,99.9930879558,179.0,0.6186279592,1.0,0.0034560221,1.0,0.0034570974,1.0,0.0035588455,,,,
119,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus,140,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus,Bacilli,Firmicutes,Bacteria,Lactobacillales,Bacteria,Streptococcus,Streptococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AStreptococcaceae%253AStreptococcus,Streptococcaceae,Streptococcus,,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,201.0,0.6946604458,178.0,0.6153633409,155.0,0.5516210541,154.0,0.6340840779,,
120,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Marinilabiaceae:Ruminofilibacter:xylanolyticum,1,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Marinilabiaceae:Ruminofilibacter:xylanolyticum,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,xylanolyticum,Ruminofilibacter,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AMarinilabiaceae%253ARuminofilibacter%253Axylanolyticum,Marinilabiaceae,Ruminofilibacter,xylanolyticum,MGYA00005330,28933.0,99.9930879558,16366.0,56.5612579921,16365.0,56.5578019699,16365.0,56.5753992948,2.0,0.007117691,1.0,0.0041174291,1.0,0.0092216894
121,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:BF311,2,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:BF311,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,BF311,Bacteroidaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABF311,Bacteroidaceae,BF311,,MGYA00005330,28933.0,99.9930879558,16366.0,56.5612579921,16365.0,56.5578019699,16365.0,56.5753992948,3837.0,13.6552902239,2.0,0.0082348582,,
122,organisms,Bacteria:Proteobacteria:Betaproteobacteria,7,Bacteria:Proteobacteria:Betaproteobacteria,Betaproteobacteria,Proteobacteria,Bacteria,,Bacteria,Betaproteobacteria,Proteobacteria,class,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria,,,,MGYA00005330,28933.0,99.9930879558,627.0,2.1669258683,565.0,1.952652497,,,,,,,,
123,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Christensenellaceae,88,Bacteria:Firmicutes:Clostridia:Clostridiales:Christensenellaceae,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Christensenellaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AChristensenellaceae,Christensenellaceae,,,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,10723.0,37.0589251771,10699.0,36.9874853073,88.0,0.3131784049,,,,
124,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Clostridium:cocleatum,2,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Clostridium:cocleatum,Erysipelotrichi,Firmicutes,Bacteria,Erysipelotrichales,Bacteria,cocleatum,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253AClostridium%253Acocleatum,Erysipelotrichaceae,Clostridium,cocleatum,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,824.0,2.8477622257,824.0,2.8486482749,824.0,2.9324887007,207.0,0.852307819,2.0,0.0184433788
125,organisms,Bacteria:Proteobacteria:Betaproteobacteria:A21b:EB1003,1,Bacteria:Proteobacteria:Betaproteobacteria:A21b:EB1003,Betaproteobacteria,Proteobacteria,Bacteria,A21b,Bacteria,EB1003,A21b,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253AA21b%253AEB1003,EB1003,,,MGYA00005330,28933.0,99.9930879558,627.0,2.1669258683,565.0,1.952652497,1.0,0.0034570974,1.0,0.0035588455,,,,
126,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:acidifaciens,1,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:acidifaciens,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,acidifaciens,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Aacidifaciens,Bacteroidaceae,Bacteroides,acidifaciens,MGYA00005330,28933.0,99.9930879558,16366.0,56.5612579921,16365.0,56.5578019699,16365.0,56.5753992948,3837.0,13.6552902239,3824.0,15.7450487915,1.0,0.0092216894
127,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium,1,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium,Erysipelotrichi,Firmicutes,Bacteria,Erysipelotrichales,Bacteria,Eubacterium,Erysipelotrichaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253AEubacterium,Erysipelotrichaceae,Eubacterium,,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,824.0,2.8477622257,824.0,2.8486482749,824.0,2.9324887007,263.0,1.0828838473,,
128,organisms,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella,18,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella,Coriobacteriia,Actinobacteria,Bacteria,Coriobacteriales,Bacteria,Collinsella,Coriobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ACoriobacteriia%253ACoriobacteriales%253ACoriobacteriaceae%253ACollinsella,Coriobacteriaceae,Collinsella,,MGYA00005330,28933.0,99.9930879558,179.0,0.6186279592,82.0,0.2833938137,82.0,0.2834819885,82.0,0.2918253319,57.0,0.2346934574,,
129,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:S24-7,158,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:S24-7,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,S24-7,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AS24-7,S24-7,,,MGYA00005330,28933.0,99.9930879558,16366.0,56.5612579921,16365.0,56.5578019699,16365.0,56.5753992948,158.0,0.5622975907,,,,
130,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Clostridium:ruminantium,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Clostridium:ruminantium,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,ruminantium,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptostreptococcaceae%253AClostridium%253Aruminantium,Peptostreptococcaceae,Clostridium,ruminantium,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,10723.0,37.0589251771,10699.0,36.9874853073,44.0,0.1565892025,207.0,0.852307819,2.0,0.0184433788
131,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides,3598,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Bacteroides,Bacteroidaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides,Bacteroidaceae,Bacteroides,,MGYA00005330,28933.0,99.9930879558,16366.0,56.5612579921,16365.0,56.5578019699,16365.0,56.5753992948,3837.0,13.6552902239,3824.0,15.7450487915,,
132,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Burkholderiaceae,1,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Burkholderiaceae,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,Burkholderiaceae,Burkholderiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253ABurkholderiaceae,Burkholderiaceae,,,MGYA00005330,28933.0,99.9930879558,627.0,2.1669258683,565.0,1.952652497,536.0,1.8530042177,1.0,0.0035588455,,,,
133,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae:Sutterella,524,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae:Sutterella,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,Sutterella,Alcaligenaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AAlcaligenaceae%253ASutterella,Alcaligenaceae,Sutterella,,MGYA00005330,28933.0,99.9930879558,627.0,2.1669258683,565.0,1.952652497,536.0,1.8530042177,527.0,1.875511584,524.0,2.1575328365,,
134,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus:flavefaciens,10,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus:flavefaciens,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,flavefaciens,Ruminococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253ARuminococcus%253Aflavefaciens,Ruminococcaceae,Ruminococcus,flavefaciens,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,10723.0,37.0589251771,10699.0,36.9874853073,2542.0,9.0465852877,366.0,1.5069790423,10.0,0.0922168941
135,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae,911,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Ruminococcaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae,Ruminococcaceae,,,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,10723.0,37.0589251771,10699.0,36.9874853073,2542.0,9.0465852877,,,,
136,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium,194,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Clostridium,Clostridiaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253AClostridium,Clostridiaceae,Clostridium,,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,10723.0,37.0589251771,10699.0,36.9874853073,417.0,1.4840385779,207.0,0.852307819,,
137,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella,2247,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Prevotella,Prevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella,Prevotellaceae,Prevotella,,MGYA00005330,28933.0,99.9930879558,16366.0,56.5612579921,16365.0,56.5578019699,16365.0,56.5753992948,10719.0,38.1472650272,11833.0,48.7215382715,,
138,organisms,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Atopobium:vaginae,2,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Atopobium:vaginae,Coriobacteriia,Actinobacteria,Bacteria,Coriobacteriales,Bacteria,vaginae,Atopobium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ACoriobacteriia%253ACoriobacteriales%253ACoriobacteriaceae%253AAtopobium%253Avaginae,Coriobacteriaceae,Atopobium,vaginae,MGYA00005330,28933.0,99.9930879558,179.0,0.6186279592,82.0,0.2833938137,82.0,0.2834819885,82.0,0.2918253319,2.0,0.0082348582,2.0,0.0184433788
139,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Mogibacteriaceae:Mogibacterium,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Mogibacteriaceae:Mogibacterium,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Mogibacterium,Mogibacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AMogibacteriaceae%253AMogibacterium,Mogibacteriaceae,Mogibacterium,,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,10723.0,37.0589251771,10699.0,36.9874853073,7.0,0.0249119186,2.0,0.0082348582,,
140,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Dorea:formicigenerans,56,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Dorea:formicigenerans,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,formicigenerans,Dorea,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ADorea%253Aformicigenerans,Lachnospiraceae,Dorea,formicigenerans,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,10723.0,37.0589251771,10699.0,36.9874853073,5177.0,18.4241432079,241.0,0.9923004076,56.0,0.5164146072
141,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Morganella:morganii,1,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Morganella:morganii,Gammaproteobacteria,Proteobacteria,Bacteria,Enterobacteriales,Bacteria,morganii,Morganella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AMorganella%253Amorganii,Enterobacteriaceae,Morganella,morganii,MGYA00005330,28933.0,99.9930879558,627.0,2.1669258683,46.0,0.1589770175,40.0,0.1382838968,40.0,0.1423538204,1.0,0.0041174291,1.0,0.0092216894
142,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Limnohabitans,1,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Limnohabitans,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,Limnohabitans,Comamonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AComamonadaceae%253ALimnohabitans,Comamonadaceae,Limnohabitans,,MGYA00005330,28933.0,99.9930879558,627.0,2.1669258683,565.0,1.952652497,536.0,1.8530042177,6.0,0.0213530731,1.0,0.0041174291,,
143,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Thiobacterales,2,Bacteria:Proteobacteria:Betaproteobacteria:Thiobacterales,Betaproteobacteria,Proteobacteria,Bacteria,Thiobacterales,Bacteria,Thiobacterales,Betaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253AThiobacterales,,,,MGYA00005330,28933.0,99.9930879558,627.0,2.1669258683,565.0,1.952652497,2.0,0.0069141948,,,,,,
144,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae,4,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,Comamonadaceae,Burkholderiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AComamonadaceae,Comamonadaceae,,,MGYA00005330,28933.0,99.9930879558,627.0,2.1669258683,565.0,1.952652497,536.0,1.8530042177,6.0,0.0213530731,,,,
145,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus:callidus,6,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus:callidus,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,callidus,Ruminococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253ARuminococcus%253Acallidus,Ruminococcaceae,Ruminococcus,callidus,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,10723.0,37.0589251771,10699.0,36.9874853073,2542.0,9.0465852877,366.0,1.5069790423,6.0,0.0553301365
146,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Dysgonomonas,39,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Dysgonomonas,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Dysgonomonas,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253ADysgonomonas,Porphyromonadaceae,Dysgonomonas,,MGYA00005330,28933.0,99.9930879558,16366.0,56.5612579921,16365.0,56.5578019699,16365.0,56.5753992948,272.0,0.9680059789,39.0,0.160579734,,
147,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:bifidum,5,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:bifidum,Actinobacteria,Actinobacteria,Bacteria,Bifidobacteriales,Bacteria,bifidum,Bifidobacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae%253ABifidobacterium%253Abifidum,Bifidobacteriaceae,Bifidobacterium,bifidum,MGYA00005330,28933.0,99.9930879558,179.0,0.6186279592,96.0,0.3317781234,88.0,0.304224573,88.0,0.3131784049,84.0,0.3458640425,5.0,0.0461084471
148,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium:cylindroides,26,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium:cylindroides,Erysipelotrichi,Firmicutes,Bacteria,Erysipelotrichales,Bacteria,cylindroides,Eubacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253AEubacterium%253Acylindroides,Erysipelotrichaceae,Eubacterium,cylindroides,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,824.0,2.8477622257,824.0,2.8486482749,824.0,2.9324887007,263.0,1.0828838473,26.0,0.2397639248
149,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Syntrophococcus:sucromutans,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Syntrophococcus:sucromutans,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,sucromutans,Syntrophococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ASyntrophococcus%253Asucromutans,Lachnospiraceae,Syntrophococcus,sucromutans,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,10723.0,37.0589251771,10699.0,36.9874853073,5177.0,18.4241432079,1.0,0.0041174291,1.0,0.0092216894
150,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:Paraprevotella,59,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:Paraprevotella,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Paraprevotella,Paraprevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae%253AParaprevotella,Paraprevotellaceae,Paraprevotella,,MGYA00005330,28933.0,99.9930879558,16366.0,56.5612579921,16365.0,56.5578019699,16365.0,56.5753992948,1207.0,4.2955265312,59.0,0.2429283156,,
151,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae,12,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Porphyromonadaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae,Porphyromonadaceae,,,MGYA00005330,28933.0,99.9930879558,16366.0,56.5612579921,16365.0,56.5578019699,16365.0,56.5753992948,272.0,0.9680059789,,,,
152,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Phascolarctobacterium,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Phascolarctobacterium,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Phascolarctobacterium,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253APhascolarctobacterium,Veillonellaceae,Phascolarctobacterium,,MGYA00005330,28933.0,99.9930879558,11748.0,40.6013478486,10723.0,37.0589251771,10699.0,36.9874853073,1754.0,6.2422150254,2.0,0.0082348582,,
153,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae:Oligella,1,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae:Oligella,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,Oligella,Alcaligenaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AAlcaligenaceae%253AOligella,Alcaligenaceae,Oligella,,MGYA00005330,28933.0,99.9930879558,627.0,2.1669258683,565.0,1.952652497,536.0,1.8530042177,527.0,1.875511584,1.0,0.0041174291,,
154,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:Prevotella,1116,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:Prevotella,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Prevotella,Paraprevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae%253APrevotella,Paraprevotellaceae,Prevotella,,MGYA00005330,28933.0,99.9930879558,16366.0,56.5612579921,16365.0,56.5578019699,16365.0,56.5753992948,1207.0,4.2955265312,11833.0,48.7215382715,,
155,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Odoribacteraceae:Butyricimonas,2,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Odoribacteraceae:Butyricimonas,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Butyricimonas,Odoribacteraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AOdoribacteraceae%253AButyricimonas,Odoribacteraceae,Butyricimonas,,MGYA00005330,28933.0,99.9930879558,16366.0,56.5612579921,16365.0,56.5578019699,16365.0,56.5753992948,2.0,0.007117691,2.0,0.0082348582,,
156,organisms,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Slackia,6,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Slackia,Coriobacteriia,Actinobacteria,Bacteria,Coriobacteriales,Bacteria,Slackia,Coriobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ACoriobacteriia%253ACoriobacteriales%253ACoriobacteriaceae%253ASlackia,Coriobacteriaceae,Slackia,,MGYA00005330,28933.0,99.9930879558,179.0,0.6186279592,82.0,0.2833938137,82.0,0.2834819885,82.0,0.2918253319,6.0,0.0247045745,,
