,type,id,attributes_count,attributes.lineage,attributes.hierarchy.order,attributes.hierarchy.species,attributes.hierarchy.family,attributes.hierarchy.kingdom,attributes.hierarchy.genus,attributes.hierarchy.phylum,attributes.hierarchy.class,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
118,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Citrobacter:freundii,3,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Citrobacter:freundii,Enterobacteriales,freundii,Enterobacteriaceae,Bacteria,Citrobacter,Proteobacteria,Gammaproteobacteria,Bacteria,freundii,Citrobacter,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253ACitrobacter%253Afreundii,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,1020.0,2.1411927703,3.0,0.0173010381
119,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Moraxellaceae,4,Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Moraxellaceae,Pseudomonadales,,Moraxellaceae,Bacteria,,Proteobacteria,Gammaproteobacteria,Bacteria,Moraxellaceae,Pseudomonadales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APseudomonadales%253AMoraxellaceae,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,419.0,0.584200106,57.0,0.081874201,,,,
120,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Erwinia,728,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Erwinia,Enterobacteriales,,Enterobacteriaceae,Bacteria,Erwinia,Proteobacteria,Gammaproteobacteria,Bacteria,Erwinia,Enterobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AErwinia,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,908.0,1.9060814073,,
121,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae,127,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae,Bacteroidales,,Rikenellaceae,Bacteria,,Bacteroidetes,Bacteroidia,Bacteria,Rikenellaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ARikenellaceae,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,153.0,0.2197675922,,,,
122,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Buchnera:aphidicola,1,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Buchnera:aphidicola,Enterobacteriales,aphidicola,Enterobacteriaceae,Bacteria,Buchnera,Proteobacteria,Gammaproteobacteria,Bacteria,aphidicola,Buchnera,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253ABuchnera%253Aaphidicola,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,1.0,0.0020992086,1.0,0.0057670127
123,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:CandidatusPhlomobacter,240,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:CandidatusPhlomobacter,Enterobacteriales,,Enterobacteriaceae,Bacteria,CandidatusPhlomobacter,Proteobacteria,Gammaproteobacteria,Bacteria,CandidatusPhlomobacter,Enterobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253ACandidatusPhlomobacter,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,240.0,0.5038100636,,
124,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Actinobacillus:parahaemolyticus,1,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Actinobacillus:parahaemolyticus,Pasteurellales,parahaemolyticus,Pasteurellaceae,Bacteria,Actinobacillus,Proteobacteria,Gammaproteobacteria,Bacteria,parahaemolyticus,Actinobacillus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae%253AActinobacillus%253Aparahaemolyticus,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,228.0,0.3178940911,226.0,0.3246240251,5.0,0.010496043,1.0,0.0057670127
125,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Barnesiellaceae,53,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Barnesiellaceae,Bacteroidales,,Barnesiellaceae,Bacteria,,Bacteroidetes,Bacteroidia,Bacteria,Barnesiellaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABarnesiellaceae,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,53.0,0.076128643,,,,
126,organisms,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Eggerthella:lenta,37,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Eggerthella:lenta,Coriobacteriales,lenta,Coriobacteriaceae,Bacteria,Eggerthella,Actinobacteria,Coriobacteriia,Bacteria,lenta,Eggerthella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ACoriobacteriia%253ACoriobacteriales%253ACoriobacteriaceae%253AEggerthella%253Alenta,MGYA00005312,71732.0,100.0,296.0,0.4126470752,81.0,0.1129203145,81.0,0.1129360587,81.0,0.1163475488,37.0,0.0776707181,37.0,0.2133794694
127,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Megasphaera,10,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Megasphaera,Clostridiales,,Veillonellaceae,Bacteria,Megasphaera,Firmicutes,Clostridia,Bacteria,Megasphaera,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AMegasphaera,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,842.0,1.2094399517,10.0,0.020992086,,
128,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Mogibacteriaceae:Anaerovorax,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Mogibacteriaceae:Anaerovorax,Clostridiales,,Mogibacteriaceae,Bacteria,Anaerovorax,Firmicutes,Clostridia,Bacteria,Anaerovorax,Mogibacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AMogibacteriaceae%253AAnaerovorax,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,98.0,0.1407661702,1.0,0.0020992086,,
129,organisms,Unusigned,3936,Unusigned,,,,,,,,,Unusigned,,,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Unusigned,MGYA00005312,,,,,,,,,,,,,,
130,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Oxalobacteraceae,9,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Oxalobacteraceae,Burkholderiales,,Oxalobacteraceae,Bacteria,,Proteobacteria,Betaproteobacteria,Bacteria,Oxalobacteraceae,Burkholderiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AOxalobacteraceae,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,444.0,0.6189706128,426.0,0.5939600123,9.0,0.0129275054,,,,
131,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Shigella:sonnei,1,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Shigella:sonnei,Enterobacteriales,sonnei,Enterobacteriaceae,Bacteria,Shigella,Proteobacteria,Gammaproteobacteria,Bacteria,sonnei,Shigella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AShigella%253Asonnei,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,1.0,0.0020992086,1.0,0.0057670127
132,organisms,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Adlercreutzia,10,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Adlercreutzia,Coriobacteriales,,Coriobacteriaceae,Bacteria,Adlercreutzia,Actinobacteria,Coriobacteriia,Bacteria,Adlercreutzia,Coriobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ACoriobacteriia%253ACoriobacteriales%253ACoriobacteriaceae%253AAdlercreutzia,MGYA00005312,71732.0,100.0,296.0,0.4126470752,81.0,0.1129203145,81.0,0.1129360587,81.0,0.1163475488,10.0,0.020992086,,
133,organisms,Bacteria:Firmicutes:Clostridia:Natranaerobiales:Anaerobrancaceae,1,Bacteria:Firmicutes:Clostridia:Natranaerobiales:Anaerobrancaceae,Natranaerobiales,,Anaerobrancaceae,Bacteria,,Firmicutes,Clostridia,Bacteria,Anaerobrancaceae,Natranaerobiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253ANatranaerobiales%253AAnaerobrancaceae,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,1.0,0.0013942723,1.0,0.0014363895,,,,
134,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus,11,Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus,Lactobacillales,,Lactobacillaceae,Bacteria,Lactobacillus,Firmicutes,Bacilli,Bacteria,Lactobacillus,Lactobacillaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253ALactobacillaceae%253ALactobacillus,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,360.0,0.5018680645,328.0,0.457321324,13.0,0.0186730634,13.0,0.0272897118,,
135,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium,60,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium,Bifidobacteriales,,Bifidobacteriaceae,Bacteria,Bifidobacterium,Actinobacteria,Actinobacteria,Bacteria,Bifidobacterium,Bifidobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae%253ABifidobacterium,MGYA00005312,71732.0,100.0,296.0,0.4126470752,212.0,0.2955445268,167.0,0.232843479,167.0,0.2398770451,158.0,0.3316749585,,
136,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:perfringens,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:perfringens,Clostridiales,perfringens,Clostridiaceae,Bacteria,Clostridium,Firmicutes,Clostridia,Bacteria,perfringens,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253AClostridium%253Aperfringens,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,550.0,0.7900142203,321.0,0.6738459601,1.0,0.0057670127
137,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:fragilis,21,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:fragilis,Bacteroidales,fragilis,Bacteroidaceae,Bacteria,Bacteroides,Bacteroidetes,Bacteroidia,Bacteria,fragilis,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Afragilis,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,15781.0,22.6676625634,15716.0,32.9911623318,21.0,0.1211072664
138,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Citrobacter,1017,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Citrobacter,Enterobacteriales,,Enterobacteriaceae,Bacteria,Citrobacter,Proteobacteria,Gammaproteobacteria,Bacteria,Citrobacter,Enterobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253ACitrobacter,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,1020.0,2.1411927703,,
139,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Gluconacetobacter,18,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Gluconacetobacter,Enterobacteriales,,Enterobacteriaceae,Bacteria,Gluconacetobacter,Proteobacteria,Gammaproteobacteria,Bacteria,Gluconacetobacter,Enterobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AGluconacetobacter,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,18.0,0.0377857548,,
140,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Carnobacteriaceae:Granulicatella,6,Bacteria:Firmicutes:Bacilli:Lactobacillales:Carnobacteriaceae:Granulicatella,Lactobacillales,,Carnobacteriaceae,Bacteria,Granulicatella,Firmicutes,Bacilli,Bacteria,Granulicatella,Carnobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253ACarnobacteriaceae%253AGranulicatella,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,360.0,0.5018680645,328.0,0.457321324,7.0,0.0100547264,6.0,0.0125952516,,
141,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospira,928,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospira,Clostridiales,,Lachnospiraceae,Bacteria,Lachnospira,Firmicutes,Clostridia,Bacteria,Lachnospira,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ALachnospira,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,8887.0,12.7651934098,989.0,2.0761173038,,
142,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus:iners,1,Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus:iners,Lactobacillales,iners,Lactobacillaceae,Bacteria,Lactobacillus,Firmicutes,Bacilli,Bacteria,iners,Lactobacillus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253ALactobacillaceae%253ALactobacillus%253Ainers,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,360.0,0.5018680645,328.0,0.457321324,13.0,0.0186730634,13.0,0.0272897118,1.0,0.0057670127
143,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Oscillospira,232,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Oscillospira,Clostridiales,,Ruminococcaceae,Bacteria,Oscillospira,Firmicutes,Clostridia,Bacteria,Oscillospira,Ruminococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AOscillospira,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,8362.0,12.0110889269,232.0,0.4870163948,,
144,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:SB-1,10,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:SB-1,Bacteroidales,,SB-1,Bacteria,,Bacteroidetes,Bacteroidia,Bacteria,SB-1,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ASB-1,MGYA00005312,71732.0,100.0,21180.0,29.5265711259,21175.0,29.5196007361,21175.0,29.5237165723,10.0,0.0143638949,,,,
145,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:producta,85,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:producta,Clostridiales,producta,Lachnospiraceae,Bacteria,Blautia,Firmicutes,Clostridia,Bacteria,producta,Blautia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ABlautia%253Aproducta,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,8887.0,12.7651934098,899.0,1.8871885299,85.0,0.4901960784
146,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Vibrionales:Pseudoalteromonadaceae,2,Bacteria:Proteobacteria:Gammaproteobacteria:Vibrionales:Pseudoalteromonadaceae,Vibrionales,,Pseudoalteromonadaceae,Bacteria,,Proteobacteria,Gammaproteobacteria,Bacteria,Pseudoalteromonadaceae,Vibrionales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AVibrionales%253APseudoalteromonadaceae,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,67.0,0.0934162461,15.0,0.0215458424,,,,
147,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Sodalis,61,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Sodalis,Enterobacteriales,,Enterobacteriaceae,Bacteria,Sodalis,Proteobacteria,Gammaproteobacteria,Bacteria,Sodalis,Enterobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253ASodalis,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,61.0,0.1280517245,,
148,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella,65,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella,Clostridiales,,Veillonellaceae,Bacteria,Veillonella,Firmicutes,Clostridia,Bacteria,Veillonella,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AVeillonella,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,842.0,1.2094399517,173.0,0.3631630875,,
149,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae,10,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae,Pasteurellales,,Pasteurellaceae,Bacteria,,Proteobacteria,Gammaproteobacteria,Bacteria,Pasteurellaceae,Pasteurellales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,228.0,0.3178940911,226.0,0.3246240251,,,,
150,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Enterobacter:arachidis,17,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Enterobacter:arachidis,Enterobacteriales,arachidis,Enterobacteriaceae,Bacteria,Enterobacter,Proteobacteria,Gammaproteobacteria,Bacteria,arachidis,Enterobacter,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AEnterobacter%253Aarachidis,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,113.0,0.2372105716,17.0,0.0980392157
151,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Christensenellaceae,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Christensenellaceae,Clostridiales,,Christensenellaceae,Bacteria,,Firmicutes,Clostridia,Bacteria,Christensenellaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AChristensenellaceae,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,20959.0,29.2184798974,20946.0,29.2044282089,1.0,0.0014363895,,,,
152,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Lactococcus,1,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Lactococcus,Lactobacillales,,Streptococcaceae,Bacteria,Lactococcus,Firmicutes,Bacilli,Bacteria,Lactococcus,Streptococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AStreptococcaceae%253ALactococcus,MGYA00005312,71732.0,100.0,21945.0,30.5930407628,360.0,0.5018680645,328.0,0.457321324,252.0,0.3619701518,1.0,0.0020992086,,
153,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Enterobacter,2,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Enterobacter,Enterobacteriales,,Enterobacteriaceae,Bacteria,Enterobacter,Proteobacteria,Gammaproteobacteria,Bacteria,Enterobacter,Enterobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AEnterobacter,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,26163.0,36.4783469507,26163.0,37.5802582628,113.0,0.2372105716,,
154,organisms,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella:aerofaciens,1,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella:aerofaciens,Coriobacteriales,aerofaciens,Coriobacteriaceae,Bacteria,Collinsella,Actinobacteria,Coriobacteriia,Bacteria,aerofaciens,Collinsella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ACoriobacteriia%253ACoriobacteriales%253ACoriobacteriaceae%253ACollinsella%253Aaerofaciens,MGYA00005312,71732.0,100.0,296.0,0.4126470752,81.0,0.1129203145,81.0,0.1129360587,81.0,0.1163475488,16.0,0.0335873376,1.0,0.0057670127
155,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Pseudomonadaceae,5,Bacteria:Proteobacteria:Gammaproteobacteria:Pseudomonadales:Pseudomonadaceae,Pseudomonadales,,Pseudomonadaceae,Bacteria,,Proteobacteria,Gammaproteobacteria,Bacteria,Pseudomonadaceae,Pseudomonadales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APseudomonadales%253APseudomonadaceae,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,419.0,0.584200106,362.0,0.5199729959,,,,
156,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Chromatiales:Ectothiorhodospiraceae,3,Bacteria:Proteobacteria:Gammaproteobacteria:Chromatiales:Ectothiorhodospiraceae,Chromatiales,,Ectothiorhodospiraceae,Bacteria,,Proteobacteria,Gammaproteobacteria,Bacteria,Ectothiorhodospiraceae,Chromatiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AChromatiales%253AEctothiorhodospiraceae,MGYA00005312,71732.0,100.0,28303.0,39.4565884124,27853.0,38.8292533318,7.0,0.0097599063,3.0,0.0043091685,,,,
157,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Propionibacteriaceae:Propionibacterium:acnes,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Propionibacteriaceae:Propionibacterium:acnes,Actinomycetales,acnes,Propionibacteriaceae,Bacteria,Propionibacterium,Actinobacteria,Actinobacteria,Bacteria,acnes,Propionibacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253APropionibacteriaceae%253APropionibacterium%253Aacnes,MGYA00005312,71732.0,100.0,296.0,0.4126470752,212.0,0.2955445268,45.0,0.0627422548,2.0,0.002872779,1.0,0.0020992086,1.0,0.0057670127
