,type,id,attributes_count,attributes.lineage,attributes.hierarchy.family,attributes.hierarchy.genus,attributes.hierarchy.class,attributes.hierarchy.order,attributes.hierarchy.phylum,attributes.hierarchy.kingdom,attributes.hierarchy.species,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
120,organisms,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella:aerofaciens,6,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella:aerofaciens,Coriobacteriaceae,Collinsella,Coriobacteriia,Coriobacteriales,Actinobacteria,Bacteria,aerofaciens,Bacteria,aerofaciens,Collinsella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ACoriobacteriia%253ACoriobacteriales%253ACoriobacteriaceae%253ACollinsella%253Aaerofaciens,MGYA00005316,22553.0,99.4268835692,69.0,0.3041925671,46.0,0.2028129271,46.0,0.2029023863,46.0,0.2669297278,11.0,0.1028806584,6.0,0.2057613169
121,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Clostridium:saccharogumia,1,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Clostridium:saccharogumia,Erysipelotrichaceae,Clostridium,Erysipelotrichi,Erysipelotrichales,Firmicutes,Bacteria,saccharogumia,Bacteria,saccharogumia,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253AClostridium%253Asaccharogumia,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,45.0,0.1984039504,45.0,0.1984914649,45.0,0.2611269077,156.0,1.4590347924,1.0,0.0342935528
122,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Chromatiales:Ectothiorhodospiraceae,2,Bacteria:Proteobacteria:Gammaproteobacteria:Chromatiales:Ectothiorhodospiraceae,Ectothiorhodospiraceae,,Gammaproteobacteria,Chromatiales,Proteobacteria,Bacteria,,Bacteria,Ectothiorhodospiraceae,Chromatiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AChromatiales%253AEctothiorhodospiraceae,MGYA00005316,22553.0,99.4268835692,869.0,3.8310629105,302.0,1.3315109563,2.0,0.0088218429,2.0,0.0116056403,,,,
123,organisms,Bacteria:Firmicutes:Clostridia,9,Bacteria:Firmicutes:Clostridia,,,Clostridia,,Firmicutes,Bacteria,,Bacteria,Clostridia,Firmicutes,class,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,,,,,,,,
124,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Oscillospira:guilliermondii,7,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Oscillospira:guilliermondii,Ruminococcaceae,Oscillospira,Clostridia,Clostridiales,Firmicutes,Bacteria,guilliermondii,Bacteria,guilliermondii,Oscillospira,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AOscillospira%253Aguilliermondii,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,4406.0,25.5672256717,943.0,8.8196782641,7.0,0.2400548697
125,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:caccae,83,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:caccae,Bacteroidaceae,Bacteroides,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,caccae,Bacteria,caccae,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Acaccae,MGYA00005316,22553.0,99.4268835692,8305.0,36.6133227527,8293.0,36.5636435783,8293.0,36.5797715143,3852.0,22.3524632972,3827.0,35.7931163487,83.0,2.8463648834
126,organisms,Bacteria:Cyanobacteria:Synechococcophycideae:Pseudanabaenales:Pseudanabaenaceae:Synechococcus:elongatus,1,Bacteria:Cyanobacteria:Synechococcophycideae:Pseudanabaenales:Pseudanabaenaceae:Synechococcus:elongatus,Pseudanabaenaceae,Synechococcus,Synechococcophycideae,Pseudanabaenales,Cyanobacteria,Bacteria,elongatus,Bacteria,elongatus,Synechococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ACyanobacteria%253ASynechococcophycideae%253APseudanabaenales%253APseudanabaenaceae%253ASynechococcus%253Aelongatus,MGYA00005316,22553.0,99.4268835692,159.0,0.7009654808,1.0,0.0044089767,1.0,0.0044109214,1.0,0.0058028202,1.0,0.0093527871,1.0,0.0342935528
127,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Mogibacteriaceae,27,Bacteria:Firmicutes:Clostridia:Clostridiales:Mogibacteriaceae,Mogibacteriaceae,,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Mogibacteriaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AMogibacteriaceae,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,30.0,0.1740846051,,,,
128,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Coprococcus:eutactus,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Coprococcus:eutactus,Lachnospiraceae,Coprococcus,Clostridia,Clostridiales,Firmicutes,Bacteria,eutactus,Bacteria,eutactus,Coprococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ACoprococcus%253Aeutactus,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,2246.0,13.0331341032,338.0,3.1612420501,2.0,0.0685871056
129,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Burkholderiaceae:Lautropia,2,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Burkholderiaceae:Lautropia,Burkholderiaceae,Lautropia,Betaproteobacteria,Burkholderiales,Proteobacteria,Bacteria,,Bacteria,Lautropia,Burkholderiaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253ABurkholderiaceae%253ALautropia,MGYA00005316,22553.0,99.4268835692,869.0,3.8310629105,161.0,0.7098452449,157.0,0.6925146663,3.0,0.0174084605,2.0,0.0187055743,,
130,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:uniformis,985,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:uniformis,Bacteroidaceae,Bacteroides,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,uniformis,Bacteria,uniformis,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Auniformis,MGYA00005316,22553.0,99.4268835692,8305.0,36.6133227527,8293.0,36.5636435783,8293.0,36.5797715143,3852.0,22.3524632972,3827.0,35.7931163487,985.0,33.7791495199
131,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Dorea,153,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Dorea,Lachnospiraceae,Dorea,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Dorea,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ADorea,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,2246.0,13.0331341032,161.0,1.505798728,,
132,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Paludibacter,34,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Paludibacter,Porphyromonadaceae,Paludibacter,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,Paludibacter,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253APaludibacter,MGYA00005316,22553.0,99.4268835692,8305.0,36.6133227527,8293.0,36.5636435783,8293.0,36.5797715143,1513.0,8.7796669181,34.0,0.3179947624,,
133,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Moryella:indoligenes,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Moryella:indoligenes,Lachnospiraceae,Moryella,Clostridia,Clostridiales,Firmicutes,Bacteria,indoligenes,Bacteria,indoligenes,Moryella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AMoryella%253Aindoligenes,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,2246.0,13.0331341032,10.0,0.0935278713,1.0,0.0342935528
134,organisms,Archaea:Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobacterium,1,Archaea:Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobacterium,Methanobacteriaceae,Methanobacterium,Methanobacteria,Methanobacteriales,Euryarchaeota,Archaea,,Archaea,Methanobacterium,Methanobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Archaea%253AEuryarchaeota%253AMethanobacteria%253AMethanobacteriales%253AMethanobacteriaceae%253AMethanobacterium,MGYA00005316,130.0,0.5731164308,130.0,0.5731164308,120.0,0.5290772012,120.0,0.529310573,120.0,0.6963384205,1.0,0.0093527871,,
135,organisms,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio:vulgaris,2,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio:vulgaris,Desulfovibrionaceae,Desulfovibrio,Deltaproteobacteria,Desulfovibrionales,Proteobacteria,Bacteria,vulgaris,Bacteria,vulgaris,Desulfovibrio,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ADeltaproteobacteria%253ADesulfovibrionales%253ADesulfovibrionaceae%253ADesulfovibrio%253Avulgaris,MGYA00005316,22553.0,99.4268835692,869.0,3.8310629105,181.0,0.7980247784,180.0,0.7939658595,180.0,1.0445076307,98.0,0.9165731388,2.0,0.0685871056
136,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Serratia,8,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Serratia,Enterobacteriaceae,Serratia,Gammaproteobacteria,Enterobacteriales,Proteobacteria,Bacteria,,Bacteria,Serratia,Enterobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253ASerratia,MGYA00005316,22553.0,99.4268835692,869.0,3.8310629105,302.0,1.3315109563,284.0,1.2527016894,284.0,1.6480009285,8.0,0.074822297,,
137,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Sporomusa,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Sporomusa,Veillonellaceae,Sporomusa,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Sporomusa,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253ASporomusa,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,87.0,0.5048453548,1.0,0.0093527871,,
138,organisms,Bacteria:Verrucomicrobia:Verrucomicrobiae:Verrucomicrobiales:Verrucomicrobiaceae:Akkermansia,3,Bacteria:Verrucomicrobia:Verrucomicrobiae:Verrucomicrobiales:Verrucomicrobiaceae:Akkermansia,Verrucomicrobiaceae,Akkermansia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobia,Bacteria,,Bacteria,Akkermansia,Verrucomicrobiaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AVerrucomicrobia%253AVerrucomicrobiae%253AVerrucomicrobiales%253AVerrucomicrobiaceae%253AAkkermansia,MGYA00005316,22553.0,99.4268835692,476.0,2.0984878543,476.0,2.098672898,476.0,2.0995986061,476.0,2.7621424012,472.0,4.4145155256,,
139,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Christensenellaceae,313,Bacteria:Firmicutes:Clostridia:Clostridiales:Christensenellaceae,Christensenellaceae,,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Christensenellaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AChristensenellaceae,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,313.0,1.8162827134,,,,
140,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus:parasuis,1,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus:parasuis,Pasteurellaceae,Haemophilus,Gammaproteobacteria,Pasteurellales,Proteobacteria,Bacteria,parasuis,Bacteria,parasuis,Haemophilus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae%253AHaemophilus%253Aparasuis,MGYA00005316,22553.0,99.4268835692,869.0,3.8310629105,302.0,1.3315109563,16.0,0.0705747431,16.0,0.0928451227,11.0,0.1028806584,1.0,0.0342935528
141,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Enterobacter:cloacae,1,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Enterobacter:cloacae,Enterobacteriaceae,Enterobacter,Gammaproteobacteria,Enterobacteriales,Proteobacteria,Bacteria,cloacae,Bacteria,cloacae,Enterobacter,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AEnterobacter%253Acloacae,MGYA00005316,22553.0,99.4268835692,869.0,3.8310629105,302.0,1.3315109563,284.0,1.2527016894,284.0,1.6480009285,2.0,0.0187055743,1.0,0.0342935528
142,organisms,Bacteria:Proteobacteria:Betaproteobacteria:A21b:EB1003,1,Bacteria:Proteobacteria:Betaproteobacteria:A21b:EB1003,EB1003,,Betaproteobacteria,A21b,Proteobacteria,Bacteria,,Bacteria,EB1003,A21b,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253AA21b%253AEB1003,MGYA00005316,22553.0,99.4268835692,869.0,3.8310629105,161.0,0.7098452449,1.0,0.0044109214,1.0,0.0058028202,,,,
143,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus,25,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus,Streptococcaceae,Streptococcus,Bacilli,Lactobacillales,Firmicutes,Bacteria,,Bacteria,Streptococcus,Streptococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AStreptococcaceae%253AStreptococcus,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,87.0,0.3835809709,36.0,0.1587931719,30.0,0.1740846051,25.0,0.2338196783,,
144,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Ramlibacter,1,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Ramlibacter,Comamonadaceae,Ramlibacter,Betaproteobacteria,Burkholderiales,Proteobacteria,Bacteria,,Bacteria,Ramlibacter,Comamonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AComamonadaceae%253ARamlibacter,MGYA00005316,22553.0,99.4268835692,869.0,3.8310629105,161.0,0.7098452449,157.0,0.6925146663,4.0,0.0232112807,1.0,0.0093527871,,
145,organisms,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella,4,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella,Coriobacteriaceae,Collinsella,Coriobacteriia,Coriobacteriales,Actinobacteria,Bacteria,,Bacteria,Collinsella,Coriobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ACoriobacteriia%253ACoriobacteriales%253ACoriobacteriaceae%253ACollinsella,MGYA00005316,22553.0,99.4268835692,69.0,0.3041925671,46.0,0.2028129271,46.0,0.2029023863,46.0,0.2669297278,11.0,0.1028806584,,
146,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:S24-7,378,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:S24-7,S24-7,,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,S24-7,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AS24-7,MGYA00005316,22553.0,99.4268835692,8305.0,36.6133227527,8293.0,36.5636435783,8293.0,36.5797715143,378.0,2.1934660245,,,,
147,organisms,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Bilophila,77,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Bilophila,Desulfovibrionaceae,Bilophila,Deltaproteobacteria,Desulfovibrionales,Proteobacteria,Bacteria,,Bacteria,Bilophila,Desulfovibrionaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ADeltaproteobacteria%253ADesulfovibrionales%253ADesulfovibrionaceae%253ABilophila,MGYA00005316,22553.0,99.4268835692,869.0,3.8310629105,181.0,0.7980247784,180.0,0.7939658595,180.0,1.0445076307,77.0,0.7201646091,,
148,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:adolescentis,1,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:adolescentis,Bifidobacteriaceae,Bifidobacterium,Actinobacteria,Bifidobacteriales,Actinobacteria,Bacteria,adolescentis,Bacteria,adolescentis,Bifidobacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae%253ABifidobacterium%253Aadolescentis,MGYA00005316,22553.0,99.4268835692,69.0,0.3041925671,22.0,0.0969974869,15.0,0.0661638216,15.0,0.0870423026,14.0,0.1309390198,1.0,0.0342935528
149,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Clostridium:maritimum,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Clostridium:maritimum,Peptostreptococcaceae,Clostridium,Clostridia,Clostridiales,Firmicutes,Bacteria,maritimum,Bacteria,maritimum,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptostreptococcaceae%253AClostridium%253Amaritimum,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,43.0,0.2495212673,156.0,1.4590347924,1.0,0.0342935528
150,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides,2662,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides,Bacteroidaceae,Bacteroides,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,Bacteroides,Bacteroidaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides,MGYA00005316,22553.0,99.4268835692,8305.0,36.6133227527,8293.0,36.5636435783,8293.0,36.5797715143,3852.0,22.3524632972,3827.0,35.7931163487,,
151,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Alkaliphilus:transvaalensis,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Alkaliphilus:transvaalensis,Clostridiaceae,Alkaliphilus,Clostridia,Clostridiales,Firmicutes,Bacteria,transvaalensis,Bacteria,transvaalensis,Alkaliphilus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253AAlkaliphilus%253Atransvaalensis,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,333.0,1.9323391168,1.0,0.0093527871,1.0,0.0342935528
152,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Burkholderiaceae,1,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Burkholderiaceae,Burkholderiaceae,,Betaproteobacteria,Burkholderiales,Proteobacteria,Bacteria,,Bacteria,Burkholderiaceae,Burkholderiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253ABurkholderiaceae,MGYA00005316,22553.0,99.4268835692,869.0,3.8310629105,161.0,0.7098452449,157.0,0.6925146663,3.0,0.0174084605,,,,
153,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae:Sutterella,145,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae:Sutterella,Alcaligenaceae,Sutterella,Betaproteobacteria,Burkholderiales,Proteobacteria,Bacteria,,Bacteria,Sutterella,Alcaligenaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AAlcaligenaceae%253ASutterella,MGYA00005316,22553.0,99.4268835692,869.0,3.8310629105,161.0,0.7098452449,157.0,0.6925146663,147.0,0.8530145651,145.0,1.3561541339,,
154,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus:flavefaciens,13,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus:flavefaciens,Ruminococcaceae,Ruminococcus,Clostridia,Clostridiales,Firmicutes,Bacteria,flavefaciens,Bacteria,flavefaciens,Ruminococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253ARuminococcus%253Aflavefaciens,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,4406.0,25.5672256717,646.0,6.0419004863,13.0,0.4458161866
155,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae,2750,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae,Ruminococcaceae,,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Ruminococcaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,4406.0,25.5672256717,,,,
156,organisms,Bacteria:Lentisphaerae:Lentisphaeria:Victivallales:Victivallaceae,14,Bacteria:Lentisphaerae:Lentisphaeria:Victivallales:Victivallaceae,Victivallaceae,,Lentisphaeria,Victivallales,Lentisphaerae,Bacteria,,Bacteria,Victivallaceae,Victivallales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ALentisphaerae%253ALentisphaeria%253AVictivallales%253AVictivallaceae,MGYA00005316,22553.0,99.4268835692,18.0,0.0793545827,18.0,0.0793615802,18.0,0.0793965859,18.0,0.1044507631,,,,
157,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium,104,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium,Clostridiaceae,Clostridium,Clostridia,Clostridiales,Firmicutes,Bacteria,,Bacteria,Clostridium,Clostridiaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253AClostridium,MGYA00005316,22553.0,99.4268835692,12464.0,54.9486399506,12332.0,54.3715003748,12306.0,54.280799259,333.0,1.9323391168,156.0,1.4590347924,,
158,organisms,Unusigned,5677,Unusigned,,,,,,,,,Unusigned,,,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Unusigned,MGYA00005316,,,,,,,,,,,,,,
159,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella,58,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella,Prevotellaceae,Prevotella,Bacteroidia,Bacteroidales,Bacteroidetes,Bacteria,,Bacteria,Prevotella,Prevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella,MGYA00005316,22553.0,99.4268835692,8305.0,36.6133227527,8293.0,36.5636435783,8293.0,36.5797715143,444.0,2.5764521557,446.0,4.1713430602,,
