,type,id,attributes.samples-count,attributes.biome-name,attributes.lineage,relationships.samples.links.related,relationships.studies.links.related,relationships.genomes.links.related,relationships.children.links.related,links.self
358,biomes,root:Host-associated:Human:Digestive system:Intestine,494,Intestine,root:Host-associated:Human:Digestive system:Intestine,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Intestine/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Intestine/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Intestine/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Intestine/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Intestine
359,biomes,root:Host-associated:Human:Digestive system:Large intestine,3448,Large intestine,root:Host-associated:Human:Digestive system:Large intestine,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine
360,biomes,root:Host-associated:Human:Digestive system:Large intestine:Fecal,57371,Fecal,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal
361,biomes,root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon,497,Sigmoid colon,root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Sigmoid%20colon/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Sigmoid%20colon/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Sigmoid%20colon/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Sigmoid%20colon/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Sigmoid%20colon
362,biomes,root:Host-associated:Human:Digestive system:Oral,16432,Oral,root:Host-associated:Human:Digestive system:Oral,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral
363,biomes,root:Host-associated:Human:Digestive system:Oral:Attached Keratinized gingiva,0,Attached Keratinized gingiva,root:Host-associated:Human:Digestive system:Oral:Attached Keratinized gingiva,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Attached%20Keratinized%20gingiva/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Attached%20Keratinized%20gingiva/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Attached%20Keratinized%20gingiva/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Attached%20Keratinized%20gingiva/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Attached%20Keratinized%20gingiva
364,biomes,root:Host-associated:Human:Digestive system:Oral:buccal mucosa,288,buccal mucosa,root:Host-associated:Human:Digestive system:Oral:buccal mucosa,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:buccal%20mucosa/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:buccal%20mucosa/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:buccal%20mucosa/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:buccal%20mucosa/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:buccal%20mucosa
365,biomes,root:Host-associated:Human:Digestive system:Oral:hard palate,0,hard palate,root:Host-associated:Human:Digestive system:Oral:hard palate,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:hard%20palate/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:hard%20palate/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:hard%20palate/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:hard%20palate/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:hard%20palate
366,biomes,root:Host-associated:Human:Digestive system:Oral:Palatine tonsils,0,Palatine tonsils,root:Host-associated:Human:Digestive system:Oral:Palatine tonsils,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Palatine%20tonsils/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Palatine%20tonsils/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Palatine%20tonsils/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Palatine%20tonsils/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Palatine%20tonsils
367,biomes,root:Host-associated:Human:Digestive system:Oral:Periodontal pockets,10,Periodontal pockets,root:Host-associated:Human:Digestive system:Oral:Periodontal pockets,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Periodontal%20pockets/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Periodontal%20pockets/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Periodontal%20pockets/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Periodontal%20pockets/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Periodontal%20pockets
368,biomes,root:Host-associated:Human:Digestive system:Oral:Saliva,6491,Saliva,root:Host-associated:Human:Digestive system:Oral:Saliva,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Saliva/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Saliva/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Saliva/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Saliva/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Saliva
369,biomes,root:Host-associated:Human:Digestive system:Oral:Subgingival plaque,957,Subgingival plaque,root:Host-associated:Human:Digestive system:Oral:Subgingival plaque,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Subgingival%20plaque/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Subgingival%20plaque/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Subgingival%20plaque/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Subgingival%20plaque/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Subgingival%20plaque
370,biomes,root:Host-associated:Human:Digestive system:Oral:Supragingival plaque,513,Supragingival plaque,root:Host-associated:Human:Digestive system:Oral:Supragingival plaque,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Supragingival%20plaque/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Supragingival%20plaque/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Supragingival%20plaque/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Supragingival%20plaque/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Supragingival%20plaque
371,biomes,root:Host-associated:Human:Digestive system:Oral:Throat,1487,Throat,root:Host-associated:Human:Digestive system:Oral:Throat,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Throat/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Throat/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Throat/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Throat/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:Throat
372,biomes,root:Host-associated:Human:Digestive system:Oral:tongue dorsum,1985,tongue dorsum,root:Host-associated:Human:Digestive system:Oral:tongue dorsum,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:tongue%20dorsum/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:tongue%20dorsum/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:tongue%20dorsum/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:tongue%20dorsum/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Oral:tongue%20dorsum
373,biomes,root:Host-associated:Human:Excretory system,0,Excretory system,root:Host-associated:Human:Excretory system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Excretory%20system/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Excretory%20system/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Excretory%20system/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Excretory%20system/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Excretory%20system
374,biomes,root:Host-associated:Human:Excretory system:Urethra,0,Urethra,root:Host-associated:Human:Excretory system:Urethra,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Excretory%20system:Urethra/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Excretory%20system:Urethra/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Excretory%20system:Urethra/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Excretory%20system:Urethra/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Excretory%20system:Urethra
375,biomes,root:Host-associated:Human:Excretory system:Urethra:Urine,366,Urine,root:Host-associated:Human:Excretory system:Urethra:Urine,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Excretory%20system:Urethra:Urine/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Excretory%20system:Urethra:Urine/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Excretory%20system:Urethra:Urine/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Excretory%20system:Urethra:Urine/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Excretory%20system:Urethra:Urine
376,biomes,root:Host-associated:Human:Fossil,0,Fossil,root:Host-associated:Human:Fossil,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Fossil/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Fossil/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Fossil/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Fossil/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Fossil
377,biomes,root:Host-associated:Human:Fossil:Bone,0,Bone,root:Host-associated:Human:Fossil:Bone,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Fossil:Bone/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Fossil:Bone/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Fossil:Bone/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Fossil:Bone/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Fossil:Bone
378,biomes,root:Host-associated:Human:Lympathic system,0,Lympathic system,root:Host-associated:Human:Lympathic system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Lympathic%20system/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Lympathic%20system/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Lympathic%20system/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Lympathic%20system/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Lympathic%20system
379,biomes,root:Host-associated:Human:Lympathic system:Lymph nodes,0,Lymph nodes,root:Host-associated:Human:Lympathic system:Lymph nodes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Lympathic%20system:Lymph%20nodes/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Lympathic%20system:Lymph%20nodes/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Lympathic%20system:Lymph%20nodes/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Lympathic%20system:Lymph%20nodes/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Lympathic%20system:Lymph%20nodes
380,biomes,root:Host-associated:Human:Milk,10,Milk,root:Host-associated:Human:Milk,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Milk/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Milk/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Milk/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Milk/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Milk
381,biomes,root:Host-associated:Human:Nervous system,0,Nervous system,root:Host-associated:Human:Nervous system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Nervous%20system/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Nervous%20system/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Nervous%20system/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Nervous%20system/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Nervous%20system
382,biomes,root:Host-associated:Human:Nervous system:Cerebrospinal fluid,0,Cerebrospinal fluid,root:Host-associated:Human:Nervous system:Cerebrospinal fluid,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Nervous%20system:Cerebrospinal%20fluid/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Nervous%20system:Cerebrospinal%20fluid/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Nervous%20system:Cerebrospinal%20fluid/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Nervous%20system:Cerebrospinal%20fluid/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Nervous%20system:Cerebrospinal%20fluid
383,biomes,root:Host-associated:Human:Reproductive system,0,Reproductive system,root:Host-associated:Human:Reproductive system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system
384,biomes,root:Host-associated:Human:Reproductive system:Female,1648,Female,root:Host-associated:Human:Reproductive system:Female,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Female/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Female/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Female/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Female/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Female
385,biomes,root:Host-associated:Human:Reproductive system:Vagina,10196,Vagina,root:Host-associated:Human:Reproductive system:Vagina,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Vagina/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Vagina/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Vagina/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Vagina/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Vagina
386,biomes,root:Host-associated:Human:Reproductive system:Vagina:Introitus,0,Introitus,root:Host-associated:Human:Reproductive system:Vagina:Introitus,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Vagina:Introitus/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Vagina:Introitus/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Vagina:Introitus/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Vagina:Introitus/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Vagina:Introitus
387,biomes,root:Host-associated:Human:Reproductive system:Vagina:Midpoint vagina,0,Midpoint vagina,root:Host-associated:Human:Reproductive system:Vagina:Midpoint vagina,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Vagina:Midpoint%20vagina/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Vagina:Midpoint%20vagina/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Vagina:Midpoint%20vagina/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Vagina:Midpoint%20vagina/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Vagina:Midpoint%20vagina
388,biomes,root:Host-associated:Human:Reproductive system:Vagina:posterior fornix,493,posterior fornix,root:Host-associated:Human:Reproductive system:Vagina:posterior fornix,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Vagina:posterior%20fornix/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Vagina:posterior%20fornix/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Vagina:posterior%20fornix/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Vagina:posterior%20fornix/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Reproductive%20system:Vagina:posterior%20fornix
389,biomes,root:Host-associated:Human:Respiratory system,105,Respiratory system,root:Host-associated:Human:Respiratory system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system
390,biomes,root:Host-associated:Human:Respiratory system:Nasopharyngeal,9354,Nasopharyngeal,root:Host-associated:Human:Respiratory system:Nasopharyngeal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Nasopharyngeal/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Nasopharyngeal/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Nasopharyngeal/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Nasopharyngeal/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Nasopharyngeal
391,biomes,root:Host-associated:Human:Respiratory system:Nasopharyngeal:anterior nares,0,anterior nares,root:Host-associated:Human:Respiratory system:Nasopharyngeal:anterior nares,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Nasopharyngeal:anterior%20nares/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Nasopharyngeal:anterior%20nares/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Nasopharyngeal:anterior%20nares/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Nasopharyngeal:anterior%20nares/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Nasopharyngeal:anterior%20nares
392,biomes,root:Host-associated:Human:Respiratory system:Nasopharyngeal:Nasal cavity,557,Nasal cavity,root:Host-associated:Human:Respiratory system:Nasopharyngeal:Nasal cavity,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Nasopharyngeal:Nasal%20cavity/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Nasopharyngeal:Nasal%20cavity/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Nasopharyngeal:Nasal%20cavity/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Nasopharyngeal:Nasal%20cavity/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Nasopharyngeal:Nasal%20cavity
393,biomes,root:Host-associated:Human:Respiratory system:Nasopharyngeal:Pharynx,2550,Pharynx,root:Host-associated:Human:Respiratory system:Nasopharyngeal:Pharynx,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Nasopharyngeal:Pharynx/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Nasopharyngeal:Pharynx/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Nasopharyngeal:Pharynx/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Nasopharyngeal:Pharynx/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Nasopharyngeal:Pharynx
394,biomes,root:Host-associated:Human:Respiratory system:Pulmonary system,976,Pulmonary system,root:Host-associated:Human:Respiratory system:Pulmonary system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system/studies,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Respiratory%20system:Pulmonary%20system
