,type,id,attributes_count,attributes.lineage,attributes.hierarchy.class,attributes.hierarchy.phylum,attributes.hierarchy.kingdom,attributes.hierarchy.order,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,attributes.hierarchy.genus,attributes.hierarchy.family,attributes.hierarchy.species,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
119,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Coprococcus:eutactus,104,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Coprococcus:eutactus,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,eutactus,Coprococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ACoprococcus%253Aeutactus,Coprococcus,Lachnospiraceae,eutactus,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,8441.0,21.502445486,808.0,2.5548599254,104.0,1.6701461378
120,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:hiranonis,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:hiranonis,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,hiranonis,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253AClostridium%253Ahiranonis,Clostridium,Clostridiaceae,hiranonis,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,271.0,0.6903403301,176.0,0.5565041422,1.0,0.0160590975
121,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:uniformis,551,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:uniformis,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,uniformis,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Auniformis,Bacteroides,Bacteroidaceae,uniformis,MGYA00005319,41968.0,99.997617289,20474.0,48.7836260097,20468.0,48.7693297434,20468.0,48.7786277734,15732.0,40.0754024862,15620.0,49.3897426168,551.0,8.8485627108
122,organisms,Bacteria:Actinobacteria:Acidimicrobiia:Acidimicrobiales:SC3-41,1,Bacteria:Actinobacteria:Acidimicrobiia:Acidimicrobiales:SC3-41,Acidimicrobiia,Actinobacteria,Bacteria,Acidimicrobiales,Bacteria,SC3-41,Acidimicrobiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AAcidimicrobiia%253AAcidimicrobiales%253ASC3-41,,SC3-41,,MGYA00005319,41968.0,99.997617289,391.0,0.93164002,3.0,0.0071481331,3.0,0.007149496,1.0,0.0025473813,,,,
123,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Rhodocyclales:Rhodocyclaceae,2,Bacteria:Proteobacteria:Betaproteobacteria:Rhodocyclales:Rhodocyclaceae,Betaproteobacteria,Proteobacteria,Bacteria,Rhodocyclales,Bacteria,Rhodocyclaceae,Rhodocyclales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ARhodocyclales%253ARhodocyclaceae,,Rhodocyclaceae,,MGYA00005319,41968.0,99.997617289,1714.0,4.0839667374,1036.0,2.4684886464,6.0,0.0142989919,6.0,0.0152842878,,,,
124,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Coprobacillus:cateniformis,6,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Coprobacillus:cateniformis,Erysipelotrichi,Firmicutes,Bacteria,Erysipelotrichales,Bacteria,cateniformis,Coprobacillus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253ACoprobacillus%253Acateniformis,Coprobacillus,Erysipelotrichaceae,cateniformis,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,246.0,0.586146918,246.0,0.5862586688,246.0,0.6266557978,20.0,0.0632391071,6.0,0.0963545849
125,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Dorea,208,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Dorea,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Dorea,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ADorea,Dorea,Lachnospiraceae,,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,8441.0,21.502445486,257.0,0.8126225258,,
126,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Paludibacter,2,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Paludibacter,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Paludibacter,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253APaludibacter,Paludibacter,Porphyromonadaceae,,MGYA00005319,41968.0,99.997617289,20474.0,48.7836260097,20468.0,48.7693297434,20468.0,48.7786277734,938.0,2.3894436519,2.0,0.0063239107,,
127,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus,23,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus,Bacilli,Firmicutes,Bacteria,Lactobacillales,Bacteria,Streptococcus,Streptococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AStreptococcaceae%253AStreptococcus,Streptococcus,Streptococcaceae,,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,35.0,0.0833948867,25.0,0.059579133,25.0,0.0636845323,24.0,0.0758869285,,
128,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:vadinHB04,8,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:vadinHB04,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,vadinHB04,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AvadinHB04,vadinHB04,Veillonellaceae,,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,1482.0,3.7752190748,8.0,0.0252956428,,
129,organisms,Bacteria:Synergistetes:Synergistia:Synergistales:Dethiosulfovibrionaceae:Jonquetella:anthropi,1,Bacteria:Synergistetes:Synergistia:Synergistales:Dethiosulfovibrionaceae:Jonquetella:anthropi,Synergistia,Synergistetes,Bacteria,Synergistales,Bacteria,anthropi,Jonquetella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ASynergistetes%253ASynergistia%253ASynergistales%253ADethiosulfovibrionaceae%253AJonquetella%253Aanthropi,Jonquetella,Dethiosulfovibrionaceae,anthropi,MGYA00005319,41968.0,99.997617289,3.0,0.0071481331,3.0,0.0071481331,3.0,0.007149496,1.0,0.0025473813,1.0,0.0031619554,1.0,0.0160590975
130,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Chromatiales,2,Bacteria:Proteobacteria:Gammaproteobacteria:Chromatiales,Gammaproteobacteria,Proteobacteria,Bacteria,Chromatiales,Bacteria,Chromatiales,Gammaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AChromatiales,,,,MGYA00005319,41968.0,99.997617289,1714.0,4.0839667374,25.0,0.0595677762,7.0,0.0166821572,,,,,,
131,organisms,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio:vulgaris,1,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Desulfovibrio:vulgaris,Deltaproteobacteria,Proteobacteria,Bacteria,Desulfovibrionales,Bacteria,vulgaris,Desulfovibrio,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ADeltaproteobacteria%253ADesulfovibrionales%253ADesulfovibrionaceae%253ADesulfovibrio%253Avulgaris,Desulfovibrio,Desulfovibrionaceae,vulgaris,MGYA00005319,41968.0,99.997617289,1714.0,4.0839667374,260.0,0.6195048726,260.0,0.6196229832,260.0,0.6623191359,139.0,0.4395117941,1.0,0.0160590975
132,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Sporomusa,5,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Sporomusa,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Sporomusa,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253ASporomusa,Sporomusa,Veillonellaceae,,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,1482.0,3.7752190748,5.0,0.0158097768,,
133,organisms,Bacteria:Proteobacteria:Betaproteobacteria,4,Bacteria:Proteobacteria:Betaproteobacteria,Betaproteobacteria,Proteobacteria,Bacteria,,Bacteria,Betaproteobacteria,Proteobacteria,class,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria,,,,MGYA00005319,41968.0,99.997617289,1714.0,4.0839667374,1036.0,2.4684886464,,,,,,,,
134,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Christensenellaceae,95,Bacteria:Firmicutes:Clostridia:Clostridiales:Christensenellaceae,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Christensenellaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AChristensenellaceae,,Christensenellaceae,,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,95.0,0.2420012227,,,,
135,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:pseudolongum,1,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:pseudolongum,Actinobacteria,Actinobacteria,Bacteria,Bifidobacteriales,Bacteria,pseudolongum,Bifidobacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae%253ABifidobacterium%253Apseudolongum,Bifidobacterium,Bifidobacteriaceae,pseudolongum,MGYA00005319,41968.0,99.997617289,391.0,0.93164002,225.0,0.5361099859,213.0,0.5076142132,213.0,0.5425922152,201.0,0.635553026,1.0,0.0160590975
136,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:acidifaciens,14,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:acidifaciens,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,acidifaciens,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Aacidifaciens,Bacteroides,Bacteroidaceae,acidifaciens,MGYA00005319,41968.0,99.997617289,20474.0,48.7836260097,20468.0,48.7693297434,20468.0,48.7786277734,15732.0,40.0754024862,15620.0,49.3897426168,14.0,0.2248273647
137,organisms,Bacteria:Actinobacteria:Acidimicrobiia:Acidimicrobiales:ZA3409c,1,Bacteria:Actinobacteria:Acidimicrobiia:Acidimicrobiales:ZA3409c,Acidimicrobiia,Actinobacteria,Bacteria,Acidimicrobiales,Bacteria,ZA3409c,Acidimicrobiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AAcidimicrobiia%253AAcidimicrobiales%253AZA3409c,,ZA3409c,,MGYA00005319,41968.0,99.997617289,391.0,0.93164002,3.0,0.0071481331,3.0,0.007149496,1.0,0.0025473813,,,,
138,organisms,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella,21,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella,Coriobacteriia,Actinobacteria,Bacteria,Coriobacteriales,Bacteria,Collinsella,Coriobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ACoriobacteriia%253ACoriobacteriales%253ACoriobacteriaceae%253ACollinsella,Collinsella,Coriobacteriaceae,,MGYA00005319,41968.0,99.997617289,391.0,0.93164002,162.0,0.3859991899,162.0,0.3860727819,162.0,0.4126757693,89.0,0.2814140264,,
139,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:S24-7,58,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:S24-7,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,S24-7,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AS24-7,,S24-7,,MGYA00005319,41968.0,99.997617289,20474.0,48.7836260097,20468.0,48.7693297434,20468.0,48.7786277734,58.0,0.1477481149,,,,
140,organisms,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Bilophila,114,Bacteria:Proteobacteria:Deltaproteobacteria:Desulfovibrionales:Desulfovibrionaceae:Bilophila,Deltaproteobacteria,Proteobacteria,Bacteria,Desulfovibrionales,Bacteria,Bilophila,Desulfovibrionaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ADeltaproteobacteria%253ADesulfovibrionales%253ADesulfovibrionaceae%253ABilophila,Bilophila,Desulfovibrionaceae,,MGYA00005319,41968.0,99.997617289,1714.0,4.0839667374,260.0,0.6195048726,260.0,0.6196229832,260.0,0.6623191359,114.0,0.3604629103,,
141,organisms,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:adolescentis,102,Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Bifidobacterium:adolescentis,Actinobacteria,Actinobacteria,Bacteria,Bifidobacteriales,Bacteria,adolescentis,Bifidobacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253ABifidobacteriales%253ABifidobacteriaceae%253ABifidobacterium%253Aadolescentis,Bifidobacterium,Bifidobacteriaceae,adolescentis,MGYA00005319,41968.0,99.997617289,391.0,0.93164002,225.0,0.5361099859,213.0,0.5076142132,213.0,0.5425922152,201.0,0.635553026,102.0,1.6380279428
142,organisms,Bacteria:Tenericutes:Mollicutes:Anaeroplasmatales:Anaeroplasmataceae,1,Bacteria:Tenericutes:Mollicutes:Anaeroplasmatales:Anaeroplasmataceae,Mollicutes,Tenericutes,Bacteria,Anaeroplasmatales,Bacteria,Anaeroplasmataceae,Anaeroplasmatales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ATenericutes%253AMollicutes%253AAnaeroplasmatales%253AAnaeroplasmataceae,,Anaeroplasmataceae,,MGYA00005319,41968.0,99.997617289,6.0,0.0142962663,6.0,0.0142962663,2.0,0.0047663306,2.0,0.0050947626,,,,
143,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides,14422,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Bacteroides,Bacteroidaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides,Bacteroides,Bacteroidaceae,,MGYA00005319,41968.0,99.997617289,20474.0,48.7836260097,20468.0,48.7693297434,20468.0,48.7786277734,15732.0,40.0754024862,15620.0,49.3897426168,,
144,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Burkholderiaceae,4,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Burkholderiaceae,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,Burkholderiaceae,Burkholderiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253ABurkholderiaceae,,Burkholderiaceae,,MGYA00005319,41968.0,99.997617289,1714.0,4.0839667374,1036.0,2.4684886464,1017.0,2.4236791306,6.0,0.0152842878,,,,
145,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae:Sutterella,952,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae:Sutterella,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,Sutterella,Alcaligenaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AAlcaligenaceae%253ASutterella,Sutterella,Alcaligenaceae,,MGYA00005319,41968.0,99.997617289,1714.0,4.0839667374,1036.0,2.4684886464,1017.0,2.4236791306,961.0,2.4480334216,952.0,3.0101814962,,
146,organisms,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Nocardiopsaceae,1,Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Nocardiopsaceae,Actinobacteria,Actinobacteria,Bacteria,Actinomycetales,Bacteria,Nocardiopsaceae,Actinomycetales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253AActinobacteria%253AActinomycetales%253ANocardiopsaceae,,Nocardiopsaceae,,MGYA00005319,41968.0,99.997617289,391.0,0.93164002,225.0,0.5361099859,12.0,0.0285979838,1.0,0.0025473813,,,,
147,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus:flavefaciens,56,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Ruminococcus:flavefaciens,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,flavefaciens,Ruminococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253ARuminococcus%253Aflavefaciens,Ruminococcus,Ruminococcaceae,flavefaciens,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,6470.0,16.4815569594,1299.0,4.1073800038,56.0,0.8993094588
148,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae,2851,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Ruminococcaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae,,Ruminococcaceae,,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,6470.0,16.4815569594,,,,
149,organisms,Bacteria:Lentisphaerae:Lentisphaeria:Victivallales:Victivallaceae,7,Bacteria:Lentisphaerae:Lentisphaeria:Victivallales:Victivallaceae,Lentisphaeria,Lentisphaerae,Bacteria,Victivallales,Bacteria,Victivallaceae,Victivallales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ALentisphaerae%253ALentisphaeria%253AVictivallales%253AVictivallaceae,,Victivallaceae,,MGYA00005319,41968.0,99.997617289,7.0,0.0166789773,7.0,0.0166789773,7.0,0.0166821572,7.0,0.017831669,,,,
150,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium,108,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Clostridium,Clostridiaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253AClostridium,Clostridium,Clostridiaceae,,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,271.0,0.6903403301,176.0,0.5565041422,,
151,organisms,Unusigned,2893,Unusigned,,,,,,Unusigned,,,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Unusigned,,,,MGYA00005319,,,,,,,,,,,,,,
152,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella,98,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Prevotella,Prevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella,Prevotella,Prevotellaceae,,MGYA00005319,41968.0,99.997617289,20474.0,48.7836260097,20468.0,48.7693297434,20468.0,48.7786277734,1884.0,4.7992663542,1913.0,6.0488205907,,
153,organisms,Archaea:Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobrevibacter,1,Archaea:Euryarchaeota:Methanobacteria:Methanobacteriales:Methanobacteriaceae:Methanobrevibacter,Methanobacteria,Euryarchaeota,Archaea,Methanobacteriales,Archaea,Methanobrevibacter,Methanobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Archaea%253AEuryarchaeota%253AMethanobacteria%253AMethanobacteriales%253AMethanobacteriaceae%253AMethanobrevibacter,Methanobrevibacter,Methanobacteriaceae,,MGYA00005319,1.0,0.002382711,1.0,0.002382711,1.0,0.002382711,1.0,0.0023831653,1.0,0.0025473813,1.0,0.0031619554,,
154,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides:distasonis,241,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides:distasonis,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,distasonis,Parabacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253AParabacteroides%253Adistasonis,Parabacteroides,Porphyromonadaceae,distasonis,MGYA00005319,41968.0,99.997617289,20474.0,48.7836260097,20468.0,48.7693297434,20468.0,48.7786277734,938.0,2.3894436519,799.0,2.5264023272,241.0,3.8702424924
155,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Hydrogenophaga,1,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Hydrogenophaga,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,Hydrogenophaga,Comamonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AComamonadaceae%253AHydrogenophaga,Hydrogenophaga,Comamonadaceae,,MGYA00005319,41968.0,99.997617289,1714.0,4.0839667374,1036.0,2.4684886464,1017.0,2.4236791306,37.0,0.0942531078,1.0,0.0031619554,,
156,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Dorea:formicigenerans,49,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Dorea:formicigenerans,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,formicigenerans,Dorea,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ADorea%253Aformicigenerans,Dorea,Lachnospiraceae,formicigenerans,MGYA00005319,41968.0,99.997617289,19350.0,46.105458791,19069.0,45.4359169863,19064.0,45.4326636639,8441.0,21.502445486,257.0,0.8126225258,49.0,0.7868957765
157,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Limnohabitans,1,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Limnohabitans,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,Limnohabitans,Comamonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AComamonadaceae%253ALimnohabitans,Limnohabitans,Comamonadaceae,,MGYA00005319,41968.0,99.997617289,1714.0,4.0839667374,1036.0,2.4684886464,1017.0,2.4236791306,37.0,0.0942531078,1.0,0.0031619554,,
158,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Thiobacterales,1,Bacteria:Proteobacteria:Betaproteobacteria:Thiobacterales,Betaproteobacteria,Proteobacteria,Bacteria,Thiobacterales,Bacteria,Thiobacterales,Betaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253AThiobacterales,,,,MGYA00005319,41968.0,99.997617289,1714.0,4.0839667374,1036.0,2.4684886464,1.0,0.0023831653,,,,,,
159,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae,31,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,Comamonadaceae,Burkholderiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AComamonadaceae,,Comamonadaceae,,MGYA00005319,41968.0,99.997617289,1714.0,4.0839667374,1036.0,2.4684886464,1017.0,2.4236791306,37.0,0.0942531078,,,,
